epoch,train_loss,train_acc,val_acc,ema_val_acc,selected_val_acc,lr
1,1.8625438101937837,0.2472846678454155,0.4161616161616162,0.19141414141414143,0.4161616161616162,0.0003
2,1.5468830686833226,0.3955544329376105,0.5232323232323233,0.21464646464646464,0.5232323232323233,0.0003
3,1.3856325643355871,0.4592068704218237,0.591919191919192,0.295959595959596,0.591919191919192,0.0003
4,1.3171056771284404,0.5020207123010861,0.556060606060606,0.37323232323232325,0.556060606060606,0.0003
5,1.2689775833128438,0.5346046981561,0.6065656565656565,0.41868686868686866,0.6065656565656565,0.0003
6,1.2384121941929966,0.5593584238444052,0.6111111111111112,0.45252525252525255,0.6111111111111112,0.0003
7,1.2042404342161401,0.5851225056832533,0.6328282828282829,0.4444444444444444,0.6328282828282829,0.0003
8,1.1701821493482192,0.6132861833796414,0.6383838383838384,0.47373737373737373,0.6383838383838384,0.0003
9,1.1558873759101334,0.6203586764334428,0.6202020202020202,0.5277777777777778,0.6202020202020202,0.0003
10,1.124081111339705,0.6478908815357414,0.7323232323232324,0.5691919191919191,0.7323232323232324,0.0003
11,1.0920193130905564,0.6673402374336954,0.7090909090909091,0.5949494949494949,0.7090909090909091,0.0003
12,1.0703611553362686,0.6842637029552917,0.7611111111111111,0.6111111111111112,0.7611111111111111,0.0003
13,1.05296519742707,0.6904521343773681,0.7606060606060606,0.6252525252525253,0.7606060606060606,0.0003
14,1.027702185534925,0.711038140944683,0.8,0.6419191919191919,0.8,0.0003
15,1.0008021966168663,0.7335185652942662,0.7742424242424243,0.658080808080808,0.7742424242424243,0.0003
16,0.9817330307296864,0.7442535993937863,0.8045454545454546,0.6757575757575758,0.8045454545454546,0.0003
17,0.9472576248191107,0.7679969689315483,0.8282828282828283,0.694949494949495,0.8282828282828283,0.0003
18,0.9331999693924985,0.7745642839100783,0.8303030303030303,0.7126262626262626,0.8303030303030303,0.0003
19,0.908793636692025,0.7916140439504925,0.854040404040404,0.7358585858585859,0.854040404040404,0.0003
20,0.9140552858657143,0.7840363728214196,0.8373737373737373,0.748989898989899,0.8373737373737373,0.0003
