epoch,total_loss,erm_loss,penalty,train_acc,val_acc,val_worst_env_acc,selected_val_acc,irm_weight,lr
42,0.5974259913944807,0.5936629918755078,0.0037629984621699044,0.8748719262295082,0.908080808080808,0.8777777777777778,0.8777777777777778,1.0,0.00015
43,0.5866031270535266,0.5818049287209746,0.004798194153558083,0.8810194672131147,0.9025252525252525,0.8666666666666667,0.8666666666666667,1.0,0.00015
44,0.5846625766793235,0.5805907742898972,0.004071800606697416,0.8839651639344263,0.9272727272727272,0.902020202020202,0.902020202020202,1.0,0.00015
45,0.5871734589826866,0.5819560748631837,0.0052173858923912925,0.8805071721311475,0.8934343434343435,0.8535353535353535,0.8535353535353535,1.0,0.00015
46,0.5717813997972206,0.5673523388925146,0.004429059170761917,0.8846055327868853,0.9181818181818182,0.8878787878787879,0.8878787878787879,1.0,0.00015
47,0.5578039210350787,0.5551753224896603,0.002628601752609834,0.8935706967213115,0.9196969696969697,0.8878787878787879,0.8878787878787879,1.0,0.00015
48,0.5602047834240023,0.5554612015114456,0.004743584206988119,0.8911372950819673,0.8949494949494949,0.8575757575757575,0.8575757575757575,1.0,0.00015
49,0.5606847415204907,0.5556280691115583,0.0050566750425906455,0.8925461065573771,0.9126262626262627,0.8727272727272727,0.8727272727272727,1.0,0.00015
50,0.5636343311090939,0.5587738835420765,0.004860446807037616,0.8908811475409836,0.8934343434343435,0.8555555555555555,0.8555555555555555,1.0,7.5e-05
51,0.5480602632780545,0.5438259742299064,0.004234287859408588,0.899077868852459,0.9247474747474748,0.8949494949494949,0.8949494949494949,1.0,7.5e-05
52,0.5400485240045141,0.5361843773576079,0.003864147283075297,0.9026639344262295,0.9121212121212121,0.8717171717171717,0.8717171717171717,1.0,7.5e-05
53,0.5383496670449366,0.5347226413547016,0.0036270227653001147,0.9021516393442623,0.9292929292929293,0.9,0.9,1.0,7.5e-05
54,0.5274447124512469,0.5234281928812872,0.004016521704320215,0.9113729508196722,0.907070707070707,0.8808080808080808,0.8808080808080808,1.0,7.5e-05
55,0.5277171662596406,0.5239098765810982,0.003807294403501504,0.9108606557377049,0.9267676767676768,0.897979797979798,0.897979797979798,1.0,7.5e-05
56,0.522616553013442,0.5181144075315507,0.004502142205801945,0.9090676229508197,0.9065656565656566,0.8777777777777778,0.8777777777777778,1.0,3.75e-05
57,0.5204793576334343,0.5164873600006104,0.003991994206742555,0.9104764344262295,0.9257575757575758,0.896969696969697,0.896969696969697,1.0,3.75e-05
58,0.5204208463918968,0.5156882395509814,0.0047326079854473554,0.9144467213114754,0.9161616161616162,0.8939393939393939,0.8939393939393939,1.0,3.75e-05
59,0.5189454877962831,0.5152189985650485,0.0037264872962623485,0.9123975409836066,0.9252525252525252,0.8949494949494949,0.8949494949494949,1.0,3.75e-05
60,0.5097407659546274,0.5060902956079264,0.0036504700329923717,0.9158555327868853,0.8898989898989899,0.8525252525252526,0.8525252525252526,1.0,3.75e-05
61,0.5135652774670085,0.5098634826355293,0.0037017939957579194,0.9150870901639344,0.9237373737373737,0.8939393939393939,0.8939393939393939,1.0,3.75e-05
62,0.5128955977861999,0.5099877026237425,0.002907896773545186,0.913422131147541,0.9313131313131313,0.9050505050505051,0.9050505050505051,1.0,3.75e-05
63,0.5141591879188038,0.5094310616860624,0.004728127448422621,0.9138063524590164,0.9116161616161617,0.8828282828282829,0.8828282828282829,1.0,3.75e-05
64,0.5039686272378827,0.5000380556114384,0.0039305698705828064,0.9203381147540983,0.9181818181818182,0.8848484848484849,0.8848484848484849,1.0,3.75e-05
65,0.5108291472567886,0.5072511654408252,0.003577979800523236,0.9163678278688525,0.9232323232323232,0.8949494949494949,0.8949494949494949,1.0,3.75e-05
66,0.5047776518297977,0.5005977920821456,0.004179856861482535,0.9186731557377049,0.9095959595959596,0.8777777777777778,0.8777777777777778,1.0,3.75e-05
67,0.5118211141375245,0.5081304502291758,0.0036906628724789727,0.9148309426229508,0.9313131313131313,0.9111111111111111,0.9111111111111111,1.0,3.75e-05
68,0.5011920244967352,0.4975331577121234,0.0036588650254355372,0.9198258196721312,0.9126262626262627,0.8818181818181818,0.8818181818181818,1.0,3.75e-05
69,0.5023526647051827,0.4979524167834735,0.004400245857782391,0.9220030737704918,0.9257575757575758,0.896969696969697,0.896969696969697,1.0,3.75e-05
70,0.5011118069046834,0.4979971197784924,0.003114687560064638,0.9214907786885246,0.9267676767676768,0.897979797979798,0.897979797979798,1.0,3.75e-05
71,0.49464598542354143,0.4913644341171765,0.003281549720921874,0.9228995901639344,0.9181818181818182,0.8909090909090909,0.8909090909090909,1.0,3.75e-05
72,0.4976555724613002,0.4941802230037627,0.0034753464206005447,0.9239241803278688,0.9161616161616162,0.8848484848484849,0.8848484848484849,1.0,3.75e-05
73,0.5012116583644367,0.49801951109385884,0.0031921477803123588,0.9195696721311475,0.9191919191919192,0.8868686868686869,0.8868686868686869,1.0,1.875e-05
74,0.4905954110817831,0.4873688475030368,0.003226565030478819,0.9241803278688525,0.9136363636363637,0.8787878787878788,0.8787878787878788,1.0,1.875e-05
75,0.4915119976293845,0.48729527680600276,0.004216721780736765,0.9250768442622951,0.9237373737373737,0.8949494949494949,0.8949494949494949,1.0,1.875e-05
76,0.4955494584607296,0.49274108155829005,0.002808376092564343,0.9200819672131147,0.9242424242424242,0.897979797979798,0.897979797979798,1.0,1.875e-05
77,0.4975512486989381,0.4942451422331763,0.0033061046558375026,0.9214907786885246,0.9252525252525252,0.9,0.9,1.0,1.875e-05
78,0.4903392195701599,0.4871355656717644,0.0032036549458799063,0.9228995901639344,0.9166666666666666,0.8898989898989899,0.8898989898989899,1.0,1.875e-05
79,0.4984831712285026,0.494564489263003,0.00391867884718522,0.9185450819672131,0.9227272727272727,0.8939393939393939,0.8939393939393939,1.0,9.375e-06
80,0.4881206985379829,0.48480114682776027,0.003319551522479026,0.9243084016393442,0.9308080808080809,0.9030303030303031,0.9030303030303031,1.0,9.375e-06
81,0.49251835707758296,0.4890322313934076,0.003486126318734261,0.9257172131147541,0.9282828282828283,0.9050505050505051,0.9050505050505051,1.0,9.375e-06
82,0.48609290113214587,0.4831261107178985,0.00296679015422133,0.9258452868852459,0.9252525252525252,0.9,0.9,1.0,9.375e-06
83,0.48991189823775994,0.48611516590978276,0.003796733619593829,0.923155737704918,0.9257575757575758,0.9,0.9,1.0,9.375e-06
84,0.486210009113687,0.48275824404153667,0.0034517652096181964,0.9254610655737705,0.9318181818181818,0.907070707070707,0.907070707070707,1.0,9.375e-06
85,0.4955368520783596,0.49252845762205905,0.0030083932576909305,0.9208504098360656,0.9227272727272727,0.8919191919191919,0.8919191919191919,1.0,4.6875e-06
86,0.483516557783377,0.4807010151323725,0.0028155423247195267,0.9266137295081968,0.9252525252525252,0.896969696969697,0.896969696969697,1.0,4.6875e-06
87,0.484731846168393,0.4805623415063639,0.004169508226532641,0.928406762295082,0.9282828282828283,0.9030303030303031,0.9030303030303031,1.0,4.6875e-06
88,0.4804315948095478,0.47724806871570524,0.003183525099779754,0.9282786885245902,0.9222222222222223,0.8939393939393939,0.8939393939393939,1.0,4.6875e-06
89,0.4860054401100659,0.48302185095724515,0.0029835884094803183,0.9255891393442623,0.9232323232323232,0.895959595959596,0.895959595959596,1.0,4.6875e-06
90,0.4821780773459888,0.4783739227740491,0.0038041550118518377,0.9268698770491803,0.9257575757575758,0.895959595959596,0.895959595959596,1.0,4.6875e-06
91,0.48260414258378453,0.47985406342099923,0.0027500812875736243,0.9298155737704918,0.9262626262626262,0.897979797979798,0.897979797979798,1.0,2.34375e-06
92,0.4881809344057177,0.4848727251662583,0.003308208195061316,0.9232838114754098,0.9237373737373737,0.896969696969697,0.896969696969697,1.0,2.34375e-06
93,0.48338458284002833,0.47960850840709246,0.003776073898123167,0.9321209016393442,0.9262626262626262,0.897979797979798,0.897979797979798,1.0,2.34375e-06
94,0.48507852632491316,0.481742085003462,0.0033364408523308066,0.9263575819672131,0.9267676767676768,0.897979797979798,0.897979797979798,1.0,2.34375e-06
95,0.48639904133609085,0.4834583592219431,0.0029406838804162793,0.9286629098360656,0.9277777777777778,0.898989898989899,0.898989898989899,1.0,2.34375e-06
96,0.48946536027017185,0.4853265505345141,0.0041388062415281925,0.9245645491803278,0.9257575757575758,0.896969696969697,0.896969696969697,1.0,2.34375e-06
97,0.48043996291082414,0.4759851019890582,0.004454859441764591,0.928406762295082,0.9262626262626262,0.897979797979798,0.897979797979798,1.0,1.171875e-06
