epoch,total_loss,erm_loss,penalty,train_acc,val_acc,val_worst_env_acc,selected_val_acc,val_hybrid_acc,irm_weight,lr
47,0.251350791152069,0.17972910675683967,0.014324336720636183,0.933830971659919,0.9424242424242424,0.9161616161616162,0.9292929292929293,0.9292929292929293,5.0,0.0005
48,0.2356460859116755,0.17243610472542795,0.012641996192821981,0.9342105263157895,0.8914141414141414,0.8505050505050505,0.8709595959595959,0.8709595959595959,5.0,0.0005
49,0.2607653843095669,0.1849467900962482,0.015163718777669118,0.9299089068825911,0.9606060606060606,0.9464646464646465,0.9535353535353535,0.9535353535353535,5.0,0.0005
50,0.23041582035903746,0.16848627938643881,0.012385908332458041,0.9375,0.9176767676767676,0.896969696969697,0.9073232323232323,0.9073232323232323,5.0,0.0005
51,0.2144215166991056,0.15895020655593892,0.011094261934146048,0.9395242914979757,0.9595959595959596,0.9484848484848485,0.954040404040404,0.954040404040404,5.0,0.0005
52,0.20722560848482707,0.15532351916407042,0.010380417846736163,0.9433198380566802,0.9590909090909091,0.9515151515151515,0.9553030303030303,0.9553030303030303,5.0,0.0005
53,0.222442938022406,0.15477391562390666,0.01353380444120081,0.9433198380566802,0.9580808080808081,0.9363636363636364,0.9472222222222222,0.9472222222222222,5.0,0.0005
54,0.25565074699429363,0.18884064740527737,0.013362020200228239,0.926492914979757,0.9606060606060606,0.9474747474747475,0.954040404040404,0.954040404040404,5.0,0.0005
55,0.22135014990382348,0.16202269032642788,0.011865491791946911,0.9401568825910931,0.9666666666666667,0.9545454545454546,0.9606060606060607,0.9606060606060607,5.0,0.0005
56,0.19938597460899518,0.1409914550835244,0.011678903702639895,0.9512904858299596,0.9580808080808081,0.9404040404040404,0.9492424242424242,0.9492424242424242,5.0,0.0005
57,0.2166993524954628,0.15311544905096172,0.012716780801851355,0.9442054655870445,0.9535353535353536,0.9343434343434344,0.943939393939394,0.943939393939394,5.0,0.0005
58,0.21697674755776217,0.1521997797389624,0.012955393568190336,0.9434463562753036,0.947979797979798,0.9353535353535354,0.9416666666666667,0.9416666666666667,5.0,0.0005
59,0.1877649275789618,0.13765149982080527,0.010022685471202332,0.9468623481781376,0.9444444444444444,0.9363636363636364,0.9404040404040404,0.9404040404040404,5.0,0.0005
60,0.2109912333685739,0.15237361225129864,0.01172352412229862,0.9410425101214575,0.9525252525252526,0.9454545454545454,0.948989898989899,0.948989898989899,5.0,0.0005
61,0.18894152628325742,0.13853851725396357,0.01008060188780608,0.9466093117408907,0.946969696969697,0.9262626262626262,0.9366161616161617,0.9366161616161617,5.0,0.00025
62,0.13559578785197696,0.09806492430749934,0.007506172645515159,0.9664726720647774,0.9681818181818181,0.9565656565656566,0.9623737373737373,0.9623737373737373,5.0,0.00025
63,0.12046194067488798,0.09092353314146219,0.005907681532607598,0.9645748987854251,0.9676767676767677,0.9585858585858585,0.9631313131313131,0.9631313131313131,5.0,0.00025
64,0.1264815289858985,0.09572755800266015,0.006150794164863225,0.9628036437246964,0.9666666666666667,0.9505050505050505,0.9585858585858587,0.9585858585858587,5.0,0.00025
65,0.11662784343592913,0.08604601035196228,0.006116366622737856,0.9697621457489879,0.955050505050505,0.9515151515151515,0.9532828282828283,0.9532828282828283,5.0,0.00025
66,0.12445825238444423,0.09194576049125508,0.006502498421321485,0.9662196356275303,0.9464646464646465,0.9363636363636364,0.9414141414141415,0.9414141414141415,5.0,0.00025
67,0.11023968096581185,0.08169423342165857,0.005709089419345215,0.9688765182186235,0.9636363636363636,0.9464646464646465,0.955050505050505,0.955050505050505,5.0,0.00025
68,0.11434387562321385,0.08492654846671983,0.005883465478972528,0.9676113360323887,0.9666666666666667,0.9565656565656566,0.9616161616161616,0.9616161616161616,5.0,0.00025
69,0.11620527440644349,0.08476371949949577,0.006288311054370048,0.9692560728744939,0.9666666666666667,0.9545454545454546,0.9606060606060607,0.9606060606060607,5.0,0.000125
70,0.09212586955593424,0.07042656890927297,0.0043398600684616505,0.9731781376518218,0.9732323232323232,0.9636363636363636,0.9684343434343434,0.9684343434343434,5.0,0.000125
71,0.08743775839378175,0.06574845995079077,0.004337859685907269,0.9772267206477733,0.9580808080808081,0.9393939393939394,0.9487373737373738,0.9487373737373738,5.0,0.000125
72,0.08706979433956899,0.06804993215133907,0.0038039724916265195,0.9735576923076923,0.9737373737373738,0.9626262626262626,0.9681818181818183,0.9681818181818183,5.0,0.000125
73,0.08122952130287583,0.05945904829599687,0.004354094570318943,0.9812753036437247,0.9712121212121212,0.9646464646464646,0.9679292929292929,0.9679292929292929,5.0,0.000125
74,0.08872622168841603,0.06669656513353078,0.0044059312883221605,0.9763410931174089,0.9727272727272728,0.9636363636363636,0.9681818181818183,0.9681818181818183,5.0,0.000125
75,0.08408289163482756,0.0625757314283627,0.004301432048627845,0.9759615384615384,0.9616161616161616,0.9434343434343434,0.9525252525252526,0.9525252525252526,5.0,0.000125
76,0.08022929309124527,0.060418882422330164,0.003962082157151511,0.9769736842105263,0.9717171717171718,0.9595959595959596,0.9656565656565657,0.9656565656565657,5.0,6.25e-05
77,0.0729000409763412,0.05444754045720585,0.003690500095626151,0.9806427125506073,0.9752525252525253,0.9646464646464646,0.9699494949494949,0.9699494949494949,5.0,6.25e-05
78,0.07756890657052458,0.05763852222622768,0.003986076871133485,0.9791244939271255,0.9722222222222222,0.9606060606060606,0.9664141414141414,0.9664141414141414,5.0,6.25e-05
79,0.07380361942695039,0.057525810119149236,0.0032555618909459313,0.9784919028340081,0.9757575757575757,0.9666666666666667,0.9712121212121212,0.9712121212121212,5.0,6.25e-05
80,0.07345577078467981,0.05563335211359357,0.0035644837109102515,0.979504048582996,0.9727272727272728,0.9606060606060606,0.9666666666666667,0.9666666666666667,5.0,6.25e-05
81,0.07033981735580544,0.05393583653588979,0.0032807961504563296,0.9800101214574899,0.9762626262626263,0.9666666666666667,0.9714646464646465,0.9714646464646465,5.0,6.25e-05
82,0.06098004915612007,0.04759183184617022,0.002677643511923439,0.9838056680161943,0.9737373737373738,0.9626262626262626,0.9681818181818183,0.9681818181818183,5.0,6.25e-05
83,0.05879854579146967,0.045034014473778576,0.002752906267833095,0.9831730769230769,0.9707070707070707,0.9575757575757575,0.9641414141414142,0.9641414141414142,5.0,6.25e-05
84,0.06491508512231729,0.0489290920995847,0.003197198583624457,0.9836791497975709,0.9747474747474747,0.9636363636363636,0.9691919191919192,0.9691919191919192,5.0,6.25e-05
85,0.05676147392866115,0.044377763775414844,0.0024767420092706126,0.9858299595141701,0.9727272727272728,0.9616161616161616,0.9671717171717171,0.9671717171717171,5.0,6.25e-05
86,0.06254906857882057,0.04777562876348855,0.0029546879714735224,0.9836791497975709,0.9752525252525253,0.9646464646464646,0.9699494949494949,0.9699494949494949,5.0,6.25e-05
87,0.06889520814408537,0.04828898235495666,0.004121245186567247,0.982413967611336,0.9777777777777777,0.9666666666666667,0.9722222222222222,0.9722222222222222,5.0,6.25e-05
88,0.061612918159475755,0.047473271684683405,0.0028279292950218024,0.982413967611336,0.9757575757575757,0.9656565656565657,0.9707070707070706,0.9707070707070706,5.0,6.25e-05
89,0.06627980200856592,0.048992126478308334,0.003457535043481596,0.982667004048583,0.9767676767676767,0.9676767676767677,0.9722222222222222,0.9722222222222222,5.0,6.25e-05
90,0.06712410999801356,0.049966444015344565,0.00343153319027412,0.9803896761133604,0.9757575757575757,0.9666666666666667,0.9712121212121212,0.9712121212121212,5.0,6.25e-05
91,0.06026832211992669,0.0473711869767999,0.002579427035097132,0.9829200404858299,0.9757575757575757,0.9646464646464646,0.9702020202020202,0.9702020202020202,5.0,6.25e-05
92,0.056816886478435503,0.04567109560405436,0.0022291581585171076,0.982413967611336,0.9767676767676767,0.9686868686868687,0.9727272727272727,0.9727272727272727,5.0,6.25e-05
93,0.05353599275662168,0.0412381098055194,0.002459576615144292,0.9870951417004049,0.9767676767676767,0.9676767676767677,0.9722222222222222,0.9722222222222222,5.0,6.25e-05
94,0.05780223233301027,0.04496558404599245,0.002567329650575357,0.9827935222672065,0.9757575757575757,0.9646464646464646,0.9702020202020202,0.9702020202020202,5.0,6.25e-05
95,0.058232066788058354,0.04407698726602019,0.0028310158946543134,0.9843117408906883,0.9767676767676767,0.9676767676767677,0.9722222222222222,0.9722222222222222,5.0,6.25e-05
96,0.06565747494330472,0.04999545817772447,0.003132403242264478,0.9820344129554656,0.9777777777777777,0.9666666666666667,0.9722222222222222,0.9722222222222222,5.0,6.25e-05
97,0.06785364395859632,0.050388859083446175,0.003492956942488531,0.9814018218623481,0.9691919191919192,0.9545454545454546,0.9618686868686869,0.9618686868686869,5.0,6.25e-05
98,0.05768346264562475,0.04362378209176085,0.00281193614595071,0.9851973684210527,0.9792929292929293,0.9707070707070707,0.9750000000000001,0.9750000000000001,5.0,6.25e-05
99,0.06303876308301984,0.04756875975229042,0.003094000782895546,0.9822874493927125,0.9732323232323232,0.9606060606060606,0.966919191919192,0.966919191919192,5.0,6.25e-05
100,0.05139480845678432,0.04034641946228561,0.0022096777988938514,0.9850708502024291,0.9727272727272728,0.9626262626262626,0.9676767676767677,0.9676767676767677,5.0,6.25e-05
101,0.060007341585012704,0.04470684383581072,0.0030600995546758154,0.9840587044534413,0.9747474747474747,0.9636363636363636,0.9691919191919192,0.9691919191919192,5.0,6.25e-05
102,0.05961817548316168,0.04147768324440881,0.003628098459163813,0.986336032388664,0.9757575757575757,0.9656565656565657,0.9707070707070706,0.9707070707070706,5.0,6.25e-05
103,0.0507179155440526,0.039483099346339465,0.0022469632671573902,0.9855769230769231,0.9792929292929293,0.9717171717171718,0.9755050505050505,0.9755050505050505,5.0,6.25e-05
104,0.055434213866392974,0.04230376426130533,0.002626089902264999,0.9845647773279352,0.9732323232323232,0.9606060606060606,0.966919191919192,0.966919191919192,5.0,6.25e-05
105,0.06615975186858432,0.048061134855956714,0.0036197234488721925,0.9838056680161943,0.9722222222222222,0.9606060606060606,0.9664141414141414,0.9664141414141414,5.0,6.25e-05
106,0.052977136616229346,0.04114338887010811,0.002366749598995334,0.9845647773279352,0.9767676767676767,0.9656565656565657,0.9712121212121212,0.9712121212121212,5.0,6.25e-05
107,0.0493779322815878,0.038403083598816216,0.0021949696918984953,0.9858299595141701,0.9792929292929293,0.9707070707070707,0.9750000000000001,0.9750000000000001,5.0,6.25e-05
108,0.05136838148070899,0.03942768950569575,0.002388138343847068,0.9853238866396761,0.9757575757575757,0.9666666666666667,0.9712121212121212,0.9712121212121212,5.0,6.25e-05
109,0.053839774465806754,0.04088449896207675,0.0025910551116997043,0.9859564777327935,0.9797979797979798,0.9717171717171718,0.9757575757575758,0.9757575757575758,5.0,6.25e-05
110,0.046870691537044505,0.03667610077831238,0.0020389181005444506,0.9865890688259109,0.9808080808080808,0.9727272727272728,0.9767676767676767,0.9767676767676767,5.0,6.25e-05
111,0.05904896203371949,0.04417423982557799,0.002974944472341972,0.9843117408906883,0.9782828282828283,0.9717171717171718,0.9750000000000001,0.9750000000000001,5.0,6.25e-05
112,0.06322478101049599,0.04403174071957316,0.003838608062805499,0.9849443319838057,0.9757575757575757,0.9646464646464646,0.9702020202020202,0.9702020202020202,5.0,6.25e-05
113,0.05316392857221291,0.03974012737864674,0.0026847602317200668,0.9850708502024291,0.9782828282828283,0.9686868686868687,0.9734848484848485,0.9734848484848485,5.0,6.25e-05
114,0.046873268917125656,0.03634857425564214,0.0021049389174347495,0.986336032388664,0.9787878787878788,0.9696969696969697,0.9742424242424242,0.9742424242424242,5.0,6.25e-05
115,0.06643420616013981,0.042903406256131135,0.004706160013383096,0.9862095141700404,0.9757575757575757,0.9656565656565657,0.9707070707070706,0.9707070707070706,5.0,6.25e-05
116,0.04980696959238168,0.03828510496108359,0.002304372905399417,0.9848178137651822,0.9782828282828283,0.9686868686868687,0.9734848484848485,0.9734848484848485,5.0,3.125e-05
117,0.05195731622815464,0.0375681934814131,0.0028778245404087487,0.9864625506072875,0.9782828282828283,0.9686868686868687,0.9734848484848485,0.9734848484848485,5.0,3.125e-05
118,0.04460866627781105,0.03428759668559696,0.0020642139105718237,0.9872216599190283,0.9772727272727273,0.9676767676767677,0.9724747474747475,0.9724747474747475,5.0,3.125e-05
119,0.049566646064122616,0.03660492132194453,0.002592344936399357,0.9865890688259109,0.9757575757575757,0.9636363636363636,0.9696969696969697,0.9696969696969697,5.0,3.125e-05
120,0.043394769523537866,0.03477420213161911,0.0017241134613213355,0.9870951417004049,0.9752525252525253,0.9646464646464646,0.9699494949494949,0.9699494949494949,5.0,3.125e-05
