epoch,total_loss,erm_loss,penalty,train_acc,val_acc,val_worst_env_acc,ema_val_acc,ema_val_worst_env_acc,selected_val_acc,val_hybrid_acc,ema_val_hybrid_acc,irm_weight,lr
1,1.5129323859929074,1.4722038628118723,0.04072852413495131,0.3732287449392713,0.4904040404040404,0.45454545454545453,0.20656565656565656,0.18282828282828284,0.4724747474747475,0.4724747474747475,0.1946969696969697,1.0,0.00035
2,1.2008192449928778,1.1777642762612717,0.023054969297304394,0.46128542510121456,0.5242424242424243,0.5121212121212121,0.42525252525252527,0.41818181818181815,0.5181818181818182,0.5181818181818182,0.4217171717171717,1.0,0.00035
3,1.1238716358115315,1.099750967160893,0.02412066747540955,0.4908906882591093,0.5909090909090909,0.5434343434343434,0.47878787878787876,0.45454545454545453,0.5671717171717172,0.5671717171717172,0.4666666666666667,1.0,0.00035
4,1.04945527638501,1.0271623955081832,0.022292882249655716,0.5215080971659919,0.6191919191919192,0.603030303030303,0.5171717171717172,0.501010101010101,0.6111111111111112,0.6111111111111112,0.509090909090909,1.0,0.00035
5,0.9831116508375778,0.9638479407499676,0.019263709311409822,0.5535172064777328,0.6181818181818182,0.6101010101010101,0.5464646464646464,0.5222222222222223,0.6141414141414141,0.6141414141414141,0.5343434343434343,1.0,0.00035
6,0.9399857516230842,0.9179828251421693,0.022002927757182673,0.5853997975708503,0.6454545454545455,0.6292929292929293,0.5964646464646465,0.5656565656565656,0.6373737373737374,0.6373737373737374,0.581060606060606,1.0,0.00035
7,0.8829032452965555,0.8631359058835728,0.019767341555354492,0.6069078947368421,0.6606060606060606,0.6464646464646465,0.603030303030303,0.5666666666666667,0.6535353535353536,0.6535353535353536,0.5848484848484848,1.0,0.00035
8,0.8184952897581494,0.7959318905465516,0.022563399675668422,0.652580971659919,0.6904040404040404,0.6737373737373737,0.6191919191919192,0.5767676767676768,0.682070707070707,0.682070707070707,0.5979797979797981,1.0,0.00035
9,0.7840798549082598,0.7534296348510001,0.03065021811814334,0.676745951417004,0.7641414141414141,0.7626262626262627,0.646969696969697,0.6050505050505051,0.7633838383838384,0.7633838383838384,0.626010101010101,1.0,0.00035
10,0.7598122495871323,0.7245316468028404,0.03528060243020024,0.6935728744939271,0.7757575757575758,0.7525252525252525,0.6848484848484848,0.6454545454545455,0.7641414141414141,0.7641414141414141,0.6651515151515152,1.0,0.00035
11,0.6953865480326448,0.6662244448053692,0.0282213920075629,0.7225455465587044,0.7787878787878788,0.7232323232323232,0.7116161616161616,0.6777777777777778,0.751010101010101,0.751010101010101,0.6946969696969697,1.0333333333333334,0.00035
12,0.6544150825936784,0.6205494617402312,0.03174901770466471,0.7402580971659919,0.804040404040404,0.793939393939394,0.7373737373737373,0.703030303030303,0.7989898989898989,0.7989898989898989,0.7202020202020202,1.0666666666666667,0.00035
13,0.6613355675930919,0.6153520784879986,0.041803168957102226,0.7488613360323887,0.8065656565656566,0.803030303030303,0.7611111111111111,0.7222222222222222,0.8047979797979798,0.8047979797979798,0.7416666666666667,1.1,0.00035
14,0.6300502706635819,0.5816701040094198,0.04268838454302785,0.7684716599190283,0.8580808080808081,0.8252525252525252,0.7924242424242425,0.7515151515151515,0.8416666666666667,0.8416666666666667,0.771969696969697,1.1333333333333333,0.00035
15,0.5848345664831308,0.5433757796823254,0.03553610443086212,0.7801113360323887,0.8631313131313131,0.8292929292929293,0.8151515151515152,0.7818181818181819,0.8462121212121212,0.8462121212121212,0.7984848484848486,1.1666666666666667,0.00035
16,0.5558470445364593,0.5087186653121762,0.03927364854518181,0.8057945344129555,0.8681818181818182,0.8393939393939394,0.8358585858585859,0.805050505050505,0.8537878787878788,0.8537878787878788,0.8204545454545454,1.2,0.00035
17,0.5090321500291709,0.46344615169140974,0.03696162106755834,0.8255313765182186,0.8257575757575758,0.7797979797979798,0.8560606060606061,0.8282828282828283,0.8421717171717171,0.8027777777777778,0.8421717171717171,1.2333333333333334,0.00035
18,0.5064946455270173,0.4596746886066097,0.03696312369474576,0.8251518218623481,0.8707070707070707,0.8333333333333334,0.8641414141414141,0.8414141414141414,0.8527777777777777,0.852020202020202,0.8527777777777777,1.2666666666666666,0.00035
19,0.4981709772396667,0.44347500348622015,0.042073829146328894,0.8319838056680162,0.9025252525252525,0.8898989898989899,0.8803030303030303,0.8575757575757575,0.8962121212121212,0.8962121212121212,0.8689393939393939,1.3,0.00035
20,0.47524590663581723,0.4202874193669331,0.04121886419975656,0.8432439271255061,0.8868686868686869,0.8636363636363636,0.8878787878787879,0.8616161616161616,0.8752525252525253,0.8752525252525253,0.8747474747474748,1.3333333333333333,0.00035
