epoch,train_loss,train_acc,val_acc,ema_val_acc,selected_val_acc,lr
1,1.4445891807283469,0.3827986865370043,0.4404040404040404,0.40454545454545454,0.4404040404040404,0.00035
2,1.1178441473738536,0.4904016165698409,0.5333333333333333,0.44292929292929295,0.5333333333333333,0.00035
3,1.0048889102102319,0.5402879515029048,0.5762626262626263,0.48484848484848486,0.5762626262626263,0.00035
4,0.9180519597853757,0.5867643344278858,0.6494949494949495,0.5277777777777778,0.6494949494949495,0.00035
5,0.8151155694562637,0.6386713816620359,0.701010101010101,0.5823232323232324,0.701010101010101,0.00035
6,0.7374407467320581,0.6928517302349078,0.7232323232323232,0.6409090909090909,0.7232323232323232,0.00035
7,0.6870813747869353,0.7157110381409447,0.7393939393939394,0.6974747474747475,0.7393939393939394,0.00035
8,0.6364650548814251,0.7469057842889618,0.7868686868686868,0.7444444444444445,0.7868686868686868,0.00035
9,0.5879934884496758,0.7621874210659257,0.7611111111111111,0.7818181818181819,0.7818181818181819,0.00035
10,0.5611683028338683,0.7836574892649659,0.7712121212121212,0.8136363636363636,0.8136363636363636,0.00035
11,0.49958815722791916,0.8096741601414499,0.8373737373737373,0.8368686868686869,0.8373737373737373,0.00035
12,0.465379100295744,0.825839858550139,0.7919191919191919,0.8565656565656565,0.8565656565656565,0.00035
13,0.4318652195697422,0.8349330639050265,0.8525252525252526,0.8722222222222222,0.8722222222222222,0.00035
14,0.42269968725298657,0.8432685021470068,0.8590909090909091,0.8828282828282829,0.8828282828282829,0.00035
15,0.4034507282211883,0.8498358171255368,0.8722222222222222,0.8868686868686869,0.8868686868686869,0.00035
16,0.38646193139817747,0.8582975498863349,0.8797979797979798,0.8929292929292929,0.8929292929292929,0.00035
17,0.3752229329077214,0.8627178580449608,0.8949494949494949,0.898989898989899,0.898989898989899,0.00035
18,0.36716294209970374,0.8708007072493054,0.8838383838383839,0.906060606060606,0.906060606060606,0.00035
19,0.3515331448178365,0.8737054811821167,0.8045454545454546,0.9090909090909091,0.9090909090909091,0.00035
20,0.33161543853567776,0.8773680222278353,0.8974747474747474,0.9126262626262627,0.9126262626262627,0.00035
21,0.30808083904259254,0.8899974741096236,0.8676767676767677,0.9116161616161617,0.9116161616161617,0.00035
22,0.32377480248228774,0.8838090426875473,0.9075757575757576,0.9166666666666666,0.9166666666666666,0.00035
23,0.3039279187996299,0.8889871179590806,0.803030303030303,0.9222222222222223,0.9222222222222223,0.00035
24,0.28675961085313134,0.8984592068704218,0.908080808080808,0.9262626262626262,0.9262626262626262,0.00035
25,0.28380337128301375,0.8995958575397828,0.9136363636363637,0.9267676767676768,0.9267676767676768,0.00035
26,0.270169682418737,0.9071735286688558,0.8585858585858586,0.9287878787878788,0.9287878787878788,0.00035
27,0.2696756531991842,0.9038898711795909,0.9262626262626262,0.9308080808080809,0.9308080808080809,0.00035
28,0.25742756031466785,0.9103308916393028,0.9050505050505051,0.9338383838383838,0.9338383838383838,0.00035
29,0.2559222825799334,0.905784288961859,0.9055555555555556,0.9348484848484848,0.9348484848484848,0.00035
30,0.25360238074270214,0.9118464258651174,0.9217171717171717,0.9343434343434344,0.9343434343434344,0.00035
31,0.24307112167672879,0.9170245011366507,0.9191919191919192,0.9358585858585858,0.9358585858585858,0.00035
32,0.249435514896679,0.9142460217226572,0.9111111111111111,0.9368686868686869,0.9368686868686869,0.00035
33,0.2333068401637659,0.9182874463248295,0.9267676767676768,0.9393939393939394,0.9393939393939394,0.00035
